filename,x,y,width,height
train/image_0089.png,456.4638,122.2533,44.17957,60.35332
train/image_0090.png,0,0,0,0
train/image_0093.png,334.9525,178.9,60.2952,49.38547
train/image_0094.png,430.8803,83.35143,38.74789,53.42553
train/image_0095.png,476.4487,5.23879,48.14996,91.94917
train/image_0098.png,0,0,0,0
train/image_0099.png,0,0,0,0
train/image_0100.png,496.9248,184.1631,37.7648,50.56734
train/image_0101.png,357.3081,185.6613,60.11005,51.03871
train/image_0102.png,454.5008,193.825,46.6774,51.70819
train/image_0103.png,357.0169,146.3223,68.55557,65.17174
train/image_0104.png,0,0,0,0
train/image_0105.png,496.1584,168.7415,44.94321,62.81142
train/image_0106.png,537.9629,77.24368,39.65973,84.57524
train/image_0108.png,0,0,0,0
train/image_0110.png,518.5714,102.8683,29.86566,54.73441
train/image_0111.png,439.4739,28.98354,53.42062,85.35071
train/image_0113.png,267.8105,113.1816,61.01831,51.35797
train/image_0114.png,419.9335,149.2698,42.32617,47.71109
train/image_0115.png,290.9954,41.97896,82.03857,85.55359
train/image_0116.png,0,0,0,0
train/image_0117.png,0,0,0,0
train/image_0118.png,0,0,0,0
train/image_0119.png,0,0,0,0
train/image_0121.png,507.1515,75.56418,32.03452,59.57899
train/image_0122.png,253.1456,163.9633,61.87349,44.08737
train/image_0123.png,0,0,0,0
train/image_0125.png,317.7043,122.0656,54.68423,50.29453
train/image_0126.png,0,0,0,0
train/image_0127.png,360.8732,208.0963,47.87817,38.21437
train/image_0129.png,478.2343,61.46541,37.09488,63.40869
train/image_0130.png,495.2338,113.3874,36.58759,59.15101
train/image_0131.png,0,0,0,0
train/image_0132.png,241.3046,155.5763,71.23479,50.75058
train/image_0133.png,0,0,0,0
train/image_0134.png,429.274,104.1611,37.25409,48.62256
train/image_0135.png,494.2527,212.7981,29.83722,36.07201
train/image_0136.png,0,0,0,0
train/image_0137.png,389.0514,27.50165,44.74463,61.46255
train/image_0139.png,529.4695,106.4277,35.19238,67.2151
train/image_0140.png,527.4979,170.4369,31.4043,50.05537
train/image_0141.png,0,0,0,0
train/image_0142.png,0,0,0,0
train/image_0143.png,0,0,0,0
train/image_0145.png,520.8381,27.67517,36.45441,79.89114
train/image_0146.png,334.6479,12.69041,64.0625,78.57386
train/image_0147.png,369.3978,150.3016,49.86334,48.44485
train/image_0148.png,0,0,0,0
train/image_0149.png,0,0,0,0
train/image_0150.png,0,0,0,0
train/image_0151.png,474.3815,76.13889,42.68521,69.57319
train/image_0152.png,263.6621,67.68615,69.89111,64.96389
train/image_0153.png,0,0,0,0
train/image_0154.png,335.1826,183.3832,52.37372,42.34431
train/image_0155.png,0,0,0,0
train/image_0158.png,0,0,0,0
train/image_0159.png,470.8711,181.7085,41.8942,51.08459
train/image_0160.png,0,0,0,0
train/image_0161.png,0,0,0,0
train/image_0162.png,257.6115,69.50094,73.80902,67.47196
train/image_0165.png,278.8529,176.0263,61.12524,44.37978
train/image_0166.png,234.0029,79.31934,83.70966,71.34792
train/image_0167.png,0,0,0,0
train/image_0168.png,0,0,0,0
train/image_0171.png,381.6143,20.08656,52.7439,72.04058
train/image_0172.png,523.8439,159.7626,34.88422,56.37784
train/image_0173.png,322.8548,64.33575,63.92407,68.32052
train/image_0174.png,289.7191,133.157,71.24658,59.72499
train/image_0175.png,287.9877,83.2266,72.07025,68.11184
train/image_0176.png,0,0,0,0
train/image_0177.png,294.4821,115.5185,57.55844,51.03286
train/image_0179.png,451.307,114.1865,38.03903,52.09856
train/image_0180.png,0,0,0,0
train/image_0181.png,0,0,0,0
train/image_0182.png,437.5761,41.22881,48.17557,74.55251
train/image_0183.png,0,0,0,0
train/image_0184.png,0,0,0,0
train/image_0185.png,341.8585,100.3922,46.70184,48.07588
train/image_0187.png,292.8033,38.33437,64.56049,68.12149
train/image_0188.png,0,0,0,0
train/image_0190.png,301.2674,114.0448,68.8721,62.23441
train/image_0191.png,0,0,0,0
train/image_0192.png,359.5562,149.0634,57.54071,54.65135
train/image_0193.png,196.152,167.3918,78.82817,49.80795
train/image_0194.png,0,0,0,0
train/image_0195.png,0,0,0,0
train/image_0196.png,0,0,0,0
train/image_0197.png,294.8673,183.5067,56.19138,41.31877
train/image_0198.png,0,0,0,0
train/image_0199.png,0,0,0,0
train/image_0200.png,395.9095,124.9252,48.38724,54.16072
train/image_0201.png,454.3404,80.61163,49.82788,74.78119
train/image_0202.png,514.7202,101.698,43.6629,78.88925
train/image_0203.png,256.0957,66.3397,79.63925,73.09272
train/image_0204.png,0,0,0,0
train/image_0205.png,0,0,0,0
train/image_0206.png,334.5527,133.4495,61.64075,57.31476
train/image_0207.png,0,0,0,0
train/image_0209.png,0,0,0,0
train/image_0210.png,456.4434,119.6781,51.54358,70.87313
train/image_0211.png,524.804,146.0734,25.91138,43.69499
train/image_0212.png,0,0,0,0
train/image_0213.png,459.4635,171.3647,36.33881,43.85173
train/image_0216.png,470.8096,87.0484,44.28156,69.44257
train/image_0217.png,0,0,0,0
train/image_0218.png,473.8633,192.1635,33.79395,40.34941
train/image_0221.png,326.0821,162.2232,53.31158,44.87193
train/image_0222.png,232.2546,50.32862,87.86252,79.62807
train/image_0223.png,340.1844,146.0357,73.35327,66.86343
train/image_0224.png,228.364,83.30001,86.74309,72.44936
train/image_0225.png,0,0,0,0
train/image_0226.png,0,0,0,0
train/image_0227.png,0,0,0,0
train/image_0228.png,352.2962,67.87311,51.75894,59.0286
train/image_0229.png,0,0,0,0
train/image_0230.png,0,0,0,0
train/image_0231.png,483.5775,165.9321,49.4389,66.26773
train/image_0232.png,347.6475,196.3356,77.88858,62.40541
train/image_0234.png,229.3776,80.62107,79.34952,66.81983
train/image_0237.png,0,0,0,0
train/image_0238.png,0,0,0,0
train/image_0239.png,412.285,202.8309,48.87814,45.87715
train/image_0240.png,329.2306,5.534459,82.34695,101.1022
train/image_0243.png,0,0,0,0
train/image_0245.png,0,0,0,0
train/image_0247.png,398.7435,85.886,53.6485,66.64796
train/image_0248.png,0,0,0,0
train/image_0249.png,325.9451,79.54044,84.099,87.47701
train/image_0250.png,387.3852,50.63206,57.4924,74.85161
train/image_0251.png,0,0,0,0
train/image_0253.png,411.1426,213.4489,52.16949,47.12286
train/image_0254.png,406.455,37.8878,50.88354,71.94562
train/image_0257.png,0,0,0,0
train/image_0258.png,0,0,0,0
train/image_0259.png,542.0052,162.6292,36.51398,63.84819
train/image_0260.png,0,0,0,0
train/image_0261.png,0,0,0,0
train/image_0262.png,294.7145,194.6414,61.00128,43.32152
train/image_0263.png,454.0115,90.52163,38.93481,57.02624
train/image_0264.png,0,0,0,0
train/image_0265.png,0,0,0,0
train/image_0266.png,0,0,0,0
train/image_0267.png,451.9662,199.5595,36.48093,39.33812
train/image_0269.png,352.3376,181.1629,59.75549,50.78026
train/image_0270.png,519.5866,63.65757,32.98907,66.55183
train/image_0272.png,492.907,25.7336,36.98233,72.24681
train/image_0273.png,520.5032,61.34497,26.02606,52.99377
train/image_0275.png,0,0,0,0
train/image_0276.png,516.2056,203.9674,32.03088,43.74278
train/image_0278.png,0,0,0,0
train/image_0280.png,0,0,0,0
train/image_0281.png,213.5833,14.30119,73.1747,68.96279
train/image_0282.png,0,0,0,0
train/image_0283.png,0,0,0,0
train/image_0284.png,464.4738,43.71719,48.4032,81.73169
train/image_0285.png,0,0,0,0
train/image_0286.png,0,0,0,0
train/image_0287.png,0,0,0,0
train/image_0288.png,0,0,0,0
train/image_0289.png,0,0,0,0
train/image_0290.png,529.2789,46.34193,29.21771,64.00857
train/image_0291.png,0,0,0,0
train/image_0292.png,253.2352,165.6776,65.77643,46.64624
train/image_0293.png,0,0,0,0
train/image_0294.png,0,0,0,0
train/image_0295.png,0,0,0,0
train/image_0296.png,0,0,0,0
train/image_0297.png,269.6928,194.4522,70.45035,47.40941
train/image_0298.png,0,0,0,0
train/image_0299.png,0,0,0,0
train/image_0300.png,402.6459,78.726,60.1503,76.85387
train/image_0301.png,0,0,0,0
train/image_0302.png,0,0,0,0
train/image_0303.png,0,0,0,0
train/image_0304.png,267.7744,106.7035,77.62506,66.39109
train/image_0305.png,0,0,0,0
train/image_0307.png,0,0,0,0
train/image_0308.png,0,0,0,0
train/image_0309.png,473.3212,164.121,36.64212,47.48683
train/image_0310.png,0,0,0,0
train/image_0311.png,0,0,0,0
train/image_0312.png,0,0,0,0
train/image_0313.png,471.361,97.16277,36.81827,56.48011
train/image_0314.png,405.4774,68.34797,47.5972,62.79462
train/image_0316.png,451.8589,106.3705,42.40628,59.33307
train/image_0317.png,539.5671,73.08413,37.79987,82.02494
train/image_0318.png,411.1721,163.7482,49.08304,51.71381
train/image_0319.png,0,0,0,0
train/image_0322.png,487.5581,87.29344,30.53485,51.00818
train/image_0323.png,357.109,85.1377,46.37903,51.47388
train/image_0324.png,322.4539,98.01525,59.68024,58.93243
train/image_0325.png,0,0,0,0
train/image_0327.png,0,0,0,0
train/image_0328.png,0,0,0,0
train/image_0330.png,0,0,0,0
train/image_0331.png,0,0,0,0
train/image_0332.png,0,0,0,0
train/image_0333.png,0,0,0,0
train/image_0334.png,0,0,0,0
train/image_0335.png,0,0,0,0
train/image_0336.png,0,0,0,0
train/image_0337.png,245.619,143.6949,70.76419,52.54749
train/image_0338.png,422.3501,197.4691,56.26312,55.41573
train/image_0339.png,292.1539,169.5915,75.44684,57.4771
train/image_0340.png,0,0,0,0
train/image_0342.png,0,0,0,0
train/image_0343.png,0,0,0,0
train/image_0345.png,223.2846,138.4101,86.10596,62.06387
train/image_0346.png,0,0,0,0
train/image_0348.png,0,0,0,0
train/image_0349.png,0,0,0,0
train/image_0350.png,408.8443,97.15496,55.71027,69.42321
train/image_0352.png,467.4841,201.4895,36.75107,41.61154
train/image_0354.png,235.5223,95.46423,91.53679,75.3351
train/image_0355.png,0,0,0,0
train/image_0356.png,357.4664,140.8126,62.3284,60.21436
train/image_0358.png,451.3664,165.1146,37.10114,44.32207
train/image_0359.png,0,0,0,0
train/image_0360.png,0,0,0,0
train/image_0361.png,0,0,0,0
train/image_0362.png,235.9102,114.754,87.22362,68.51552
train/image_0364.png,0,0,0,0
train/image_0366.png,513.0827,160.7907,32.80396,50.37569
train/image_0367.png,0,0,0,0
train/image_0368.png,0,0,0,0
train/image_0369.png,0,0,0,0
train/image_0371.png,491.5965,34.26506,36.26389,69.23665
train/image_0372.png,470.5956,104.1622,32.15903,48.36404
train/image_0373.png,564.3228,109.7277,34.76141,78.77307
train/image_0374.png,0,0,0,0
train/image_0375.png,0,0,0,0
train/image_0376.png,223.4169,7.140119,100.3547,97.75779
train/image_0377.png,0,0,0,0
train/image_0378.png,509.4375,56.57983,37.07892,72.66617
train/image_0379.png,0,0,0,0
train/image_0380.png,0,0,0,0
train/image_0381.png,322.3562,170.6213,65.60477,53.41563
train/image_0382.png,489.2167,131.6727,46.36429,69.81798
train/image_0383.png,448.2297,140.8516,45.72476,57.81789
train/image_0385.png,0,0,0,0
train/image_0386.png,0,0,0,0
train/image_0389.png,0,0,0,0
train/image_0390.png,349.534,141.9825,75.3356,71.08458
train/image_0391.png,309.7216,133.7736,56.24429,49.2505
train/image_0392.png,0,0,0,0
train/image_0393.png,210.8868,88.75203,81.08272,64.6606
train/image_0394.png,0,0,0,0
train/image_0396.png,0,0,0,0
train/image_0397.png,0,0,0,0
train/image_0398.png,445.0887,173.4057,48.36169,55.20187
train/image_0399.png,375.0096,49.08688,42.46249,53.59787
train/image_0400.png,0,0,0,0
train/image_0401.png,354.5856,106.0897,58.76218,61.61423
train/image_0402.png,0,0,0,0
train/image_0403.png,0,0,0,0
train/image_0405.png,452.9192,110.0979,46.47836,64.66965
train/image_0406.png,0,0,0,0
train/image_0407.png,557.3158,8.375633,34.51373,94.18904
train/image_0408.png,0,0,0,0
train/image_0409.png,0,0,0,0
train/image_0412.png,394.0079,145.5229,58.80847,61.9843
train/image_0413.png,298.3246,16.71155,75.91208,84.7961
train/image_0414.png,0,0,0,0
train/image_0415.png,484.9574,170.089,41.09818,54.71883
train/image_0416.png,0,0,0,0
train/image_0418.png,0,0,0,0
train/image_0419.png,0,0,0,0
train/image_0420.png,505.2404,73.05913,40.46234,75.07411
train/image_0423.png,552.6328,80.6614,24.83685,56.62078
train/image_0424.png,209.9771,144.5755,88.42717,61.11778
train/image_0427.png,254.8861,187.5296,82.68999,55.12968
train/image_0428.png,0,0,0,0
train/image_0430.png,0,0,0,0
train/image_0431.png,544.2708,109.4965,25.51935,51.99348
train/image_0432.png,522.2219,27.8924,36.19629,79.78926
train/image_0433.png,0,0,0,0
train/image_0434.png,269.5331,14.44427,68.96127,72.66814
train/image_0435.png,0,0,0,0
train/image_0436.png,347.9244,41.54404,58.8049,70.24944
train/image_0437.png,319.339,145.7055,67.19797,58.28395
train/image_0439.png,0,0,0,0
train/image_0441.png,0,0,0,0
train/image_0442.png,302.8993,71.80864,65.19312,65.40036
train/image_0443.png,0,0,0,0
train/image_0444.png,249.4029,193.7301,54.63846,35.33427
train/image_0446.png,234.9645,111.2744,93.15993,73.68145
train/image_0448.png,0,0,0,0
train/image_0449.png,264.6582,180.9594,61.22531,42.49763
train/image_0450.png,469.3073,206.7676,42.15311,47.23122
train/image_0451.png,506.173,46.39993,38.43347,75.93732
train/image_0452.png,0,0,0,0
train/image_0453.png,0,0,0,0
train/image_0454.png,247.0401,62.78745,71.17574,64.64051
train/image_0457.png,0,0,0,0
train/image_0458.png,0,0,0,0
train/image_0459.png,477.0704,12.69972,43.32755,81.71392
train/image_0460.png,0,0,0,0
train/image_0463.png,465.9012,186.5988,46.03616,54.30902
train/image_0465.png,402.4622,79.26836,56.89798,72.56818
train/image_0466.png,452.0366,174.8443,38.25964,44.52773
train/image_0467.png,0,0,0,0
train/image_0469.png,522.2598,112.7412,29.76062,54.12021
train/image_0470.png,0,0,0,0
train/image_0471.png,0,0,0,0
train/image_0473.png,240.2809,-1.417659,87.44403,89.53636
train/image_0475.png,467.1169,26.51833,34.74976,61.41588
train/image_0477.png,0,0,0,0
train/image_0478.png,0,0,0,0
train/image_0479.png,421.6018,196.8412,49.45828,48.69652
train/image_0480.png,0,0,0,0
train/image_0481.png,407.8466,185.1465,41.08356,40.22348
train/image_0482.png,0,0,0,0
train/image_0483.png,301.8309,212.2556,71.98993,49.07092
train/image_0485.png,0,0,0,0
train/image_0486.png,291.8458,71.40688,50.43436,49.39724
train/image_0487.png,412.2709,-9.259947,58.41373,92.40354
train/image_0488.png,0,0,0,0
train/image_0490.png,0,0,0,0
train/image_0491.png,0,0,0,0
train/image_0492.png,486.3601,147.6091,33.28824,47.49159
train/image_0493.png,412.1796,64.84187,54.8616,74.43276
train/image_0496.png,422.4746,0.8139051,54.4082,87.10046
train/image_0497.png,285.5948,70.52554,56.17828,54.37785
train/image_0498.png,451.1076,37.28231,53.72104,87.73102
train/image_0499.png,261.0186,180.0636,79.66901,55.02962
train/image_0501.png,326.965,146.4223,60.27292,53.13409
train/image_0502.png,0,0,0,0
train/image_0504.png,0,0,0,0
train/image_0505.png,462.6451,110.5074,49.84619,71.6976
train/image_0506.png,0,0,0,0
train/image_0507.png,283.6716,187.0639,76.41599,54.22447
train/image_0509.png,290.9551,35.60801,62.08102,65.61209
train/image_0510.png,0,0,0,0
train/image_0512.png,0,0,0,0
train/image_0513.png,0,0,0,0
train/image_0514.png,532.8235,36.89236,25.79706,58.63816
train/image_0516.png,0,0,0,0
train/image_0517.png,420.7798,196.0863,43.78699,43.10516
train/image_0518.png,519.3096,56.48568,33.86041,69.31533
train/image_0519.png,0,0,0,0
train/image_0523.png,200.53,41.3814,94.97171,82.59711
train/image_0525.png,222.8273,23.90108,79.20445,74.51003
train/image_0526.png,327.1893,182.247,72.50281,57.68768
train/image_0527.png,254.1803,51.8396,64.62694,61.0027
train/image_0528.png,0,0,0,0
train/image_0531.png,540.7421,129.7016,26.24036,49.88992
train/image_0532.png,296.2046,110.1458,85.62854,77.24608
train/image_0534.png,428.261,174.2793,49.7775,53.63138
train/image_0535.png,0,0,0,0
train/image_0537.png,0,0,0,0
train/image_0538.png,283.1748,130.8846,52.18195,43.37787
train/image_0539.png,0,0,0,0
train/image_0541.png,527.7122,185.8191,34.73077,52.91911
train/image_0542.png,472.0907,146.1293,39.8544,54.0714
train/image_0543.png,401.7213,172.5474,48.66727,48.59276
train/image_0545.png,0,0,0,0
train/image_0546.png,0,0,0,0
train/image_0547.png,330.6897,29.57332,64.30316,75.47029
train/image_0549.png,0,0,0,0
train/image_0550.png,0,0,0,0
train/image_0551.png,0,0,0,0
train/image_0553.png,353.5679,73.08257,65.36121,73.90868
train/image_0554.png,0,0,0,0
train/image_0555.png,0,0,0,0
train/image_0556.png,456.9783,111.799,41.05826,57.69682
train/image_0557.png,226.6726,86.60574,80.37518,66.39474
train/image_0558.png,0,0,0,0
train/image_0559.png,0,0,0,0
train/image_0562.png,475.9071,26.8393,43.21744,78.85302
train/image_0563.png,555.4435,177.4586,23.47955,42.14766
train/image_0565.png,339.5345,218.5951,57.74869,42.14191
train/image_0566.png,0,0,0,0
train/image_0568.png,452.9662,180.3578,44.68427,51.3197
train/image_0570.png,437.835,41.54536,44.93561,69.55107
train/image_0572.png,0,0,0,0
train/image_0574.png,0,0,0,0
train/image_0575.png,518.2562,154.038,36.85535,59.01868
train/image_0576.png,0,0,0,0
train/image_0577.png,324.7572,73.20458,65.04758,68.45557
train/image_0579.png,0,0,0,0
train/image_0580.png,327.0031,48.13905,69.241,77.44567
train/image_0582.png,0,0,0,0
train/image_0584.png,0,0,0,0
train/image_0585.png,307.8195,137.5832,63.56064,54.85545
train/image_0586.png,328.7681,164.483,50.87018,42.81715
train/image_0587.png,0,0,0,0
train/image_0588.png,0,0,0,0
train/image_0589.png,237.3742,76.20573,82.01967,70.88071
train/image_0590.png,0,0,0,0
train/image_0591.png,233.4817,166.5516,70.70027,48.06876
train/image_0592.png,490.6887,6.657958,43.21442,86.95692
train/image_0593.png,0,0,0,0
train/image_0594.png,0,0,0,0
train/image_0595.png,287.0898,111.2131,76.24011,67.21961
train/image_0597.png,0,0,0,0
train/image_0600.png,0,0,0,0
train/image_0601.png,386.814,134.0386,52.9549,56.39647
train/image_0602.png,0,0,0,0
train/image_0603.png,0,0,0,0
train/image_0605.png,366.7348,141.1856,52.24979,51.67247
train/image_0606.png,294.3195,155.5489,52.5596,41.88364
train/image_0607.png,216.646,210.8244,110.1519,63.2079
train/image_0608.png,0,0,0,0
train/image_0609.png,432.1966,107.7801,55.51169,72.4868
train/image_0612.png,0,0,0,0
train/image_0613.png,328.3399,63.943,57.18219,61.97976
train/image_0614.png,0,0,0,0
train/image_0616.png,267.6138,21.36809,70.29648,72.74931
train/image_0618.png,0,0,0,0
train/image_0619.png,255.8356,148.4225,62.91422,47.08836
train/image_0621.png,0,0,0,0
train/image_0624.png,0,0,0,0
train/image_0625.png,0,0,0,0
train/image_0627.png,402.1786,144.2095,41.24084,44.6727
train/image_0628.png,0,0,0,0
train/image_0629.png,205.3916,108.8294,101.2506,76.1282
train/image_0630.png,360.9374,222.8565,51.64978,39.23079
train/image_0632.png,0,0,0,0
train/image_0633.png,0,0,0,0
train/image_0634.png,0,0,0,0
train/image_0635.png,0,0,0,0
train/image_0636.png,0,0,0,0
train/image_0637.png,485.2241,197.2062,40.52454,49.73071
train/image_0638.png,0,0,0,0
train/image_0640.png,436.719,172.2137,51.84,57.75211
train/image_0641.png,0,0,0,0
train/image_0642.png,0,0,0,0
train/image_0643.png,0,0,0,0
train/image_0645.png,0,0,0,0
train/image_0646.png,0,0,0,0
train/image_0647.png,0,0,0,0
train/image_0648.png,447.386,124.4997,51.49503,67.78633
train/image_0649.png,247.8116,142.0439,68.50157,51.32191
train/image_0650.png,281.8141,-25.34247,89.98608,105.1347
train/image_0651.png,411.4576,48.98285,53.47601,74.96049
train/image_0652.png,0,0,0,0
train/image_0653.png,0,0,0,0
train/image_0655.png,517.4689,132.5978,35.86182,60.65138
train/image_0656.png,263.1118,34.53875,73.80139,73.6285
train/image_0659.png,0,0,0,0
train/image_0660.png,364.138,143.1256,57.83081,56.50183
train/image_0661.png,353.3382,161.5411,52.89124,47.73329
train/image_0662.png,0,0,0,0
train/image_0663.png,0,0,0,0
train/image_0664.png,0,0,0,0
train/image_0665.png,0,0,0,0
train/image_0666.png,0,0,0,0
train/image_0667.png,0,0,0,0
train/image_0668.png,296.5037,15.52237,72.17456,80.48434
train/image_0669.png,0,0,0,0
train/image_0670.png,0,0,0,0
train/image_0671.png,330.348,124.3941,54.47031,51.32851
train/image_0672.png,0,0,0,0
train/image_0673.png,226.3464,56.09013,79.42442,70.26851
train/image_0675.png,0,0,0,0
train/image_0676.png,0,0,0,0
train/image_0678.png,0,0,0,0
train/image_0679.png,0,0,0,0
train/image_0680.png,0,0,0,0
train/image_0681.png,0,0,0,0
train/image_0682.png,293.5064,125.0424,85.24655,73.60704
train/image_0683.png,464.5301,47.5523,40.73315,68.23116
train/image_0687.png,267.7063,187.028,56.86539,38.99733
train/image_0688.png,206.5126,200.4901,92.59903,53.91725
train/image_0689.png,0,0,0,0
train/image_0690.png,0,0,0,0
train/image_0691.png,0,0,0,0
train/image_0692.png,0,0,0,0
train/image_0693.png,474.5981,66.3225,42.81091,71.40647
train/image_0694.png,547.1226,116.2113,35.20709,71.56801
train/image_0695.png,471.954,163.1016,33.87955,43.81221
train/image_0696.png,0,0,0,0
train/image_0697.png,0,0,0,0
train/image_0698.png,400.301,33.80079,61.76822,86.50157
train/image_0699.png,0,0,0,0
train/image_0700.png,0,0,0,0
train/image_0701.png,385.6609,48.93073,54.34409,70.66979
train/image_0702.png,301.1185,86.27706,79.03381,76.3709
train/image_0703.png,0,0,0,0
train/image_0705.png,0,0,0,0
train/image_0707.png,330.027,91.13214,51.89862,53.05774
train/image_0708.png,0,0,0,0
train/image_0709.png,326.4312,47.59581,53.80081,60.16341
train/image_0710.png,501.9862,21.95868,36.26785,74.10214
train/image_0711.png,522.0005,17.69476,36.22491,81.45149
train/image_0712.png,0,0,0,0
train/image_0713.png,376.9404,91.62922,51.58737,59.44762
train/image_0714.png,453.6383,227.8513,43.35733,42.76968
train/image_0716.png,0,0,0,0
train/image_0717.png,0,0,0,0
train/image_0718.png,0,0,0,0
train/image_0719.png,0,0,0,0
train/image_0720.png,0,0,0,0
train/image_0721.png,0,0,0,0
train/image_0722.png,514.066,213.9665,25.86951,33.86168
train/image_0723.png,220.8123,2.985589,75.43982,73.72181
train/image_0725.png,429.8479,75.86863,48.49191,67.80204
train/image_0726.png,0,0,0,0
train/image_0728.png,486.153,161.7175,46.77606,64.10045
train/image_0729.png,402.9416,35.2244,55.28009,77.78627
train/image_0730.png,0,0,0,0
train/image_0732.png,224.5858,-13.02083,100.8722,102.4148
train/image_0733.png,473.6413,145.6556,35.34833,48.29747
train/image_0734.png,513.6498,59.52377,33.83429,67.09446
train/image_0736.png,0,0,0,0
train/image_0737.png,541.8253,156.8798,26.65186,47.32704
train/image_0738.png,0,0,0,0
train/image_0739.png,0,0,0,0
train/image_0740.png,528.1588,72.54603,24.90222,51.21644
train/image_0741.png,0,0,0,0
train/image_0742.png,413.3419,39.96795,52.35257,75.24271
train/image_0743.png,0,0,0,0
train/image_0744.png,508.3987,169.3401,38.76071,56.91057
train/image_0745.png,361.7441,126.016,58.4649,59.39266
train/image_0746.png,548.1809,155.8434,24.23376,44.57419
train/image_0747.png,504.7175,59.02779,32.66458,62.40436
train/image_0748.png,0,0,0,0
train/image_0749.png,0,0,0,0
train/image_0750.png,0,0,0,0
train/image_0751.png,251.6789,48.45213,68.00053,64.32947
train/image_0752.png,0,0,0,0
train/image_0754.png,0,0,0,0
train/image_0755.png,244.9441,139.1927,67.63278,50.76662
train/image_0756.png,0,0,0,0
train/image_0757.png,226.2153,30.77636,89.83229,83.86557
train/image_0758.png,0,0,0,0
train/image_0759.png,0,0,0,0
train/image_0760.png,252.1079,82.34565,68.09799,59.76623
train/image_0762.png,475.6906,88.54688,35.76797,56.91862
train/image_0763.png,306.7106,10.71033,78.96268,90.99193
train/image_0764.png,0,0,0,0
train/image_0765.png,0,0,0,0
train/image_0766.png,424.6904,118.1129,43.77844,54.38728
train/image_0767.png,511.0085,77.18055,36.04822,67.91131
train/image_0768.png,0,0,0,0
train/image_0769.png,333.1612,41.42144,53.91907,62.10266
train/image_0770.png,460.7581,92.48357,46.06113,68.76112
